CareerCluster,CareerRole,RequiredSkills,EducationLevelRequired,AvgSalaryRange,JobOutlook,GrowthPath,LearningResources,EntranceExams,FieldforAdmission,OnlineResourcesLinks,FreeCertifications,SkillsList,SkillsText,SalaryMidpoint,EducationEnc,OutlookEnc,ClusterEnc,SkillsCount
IT,Frontend Developer,Programming; Problem Solving; Debugging; Version Control; JavaScript; React,Graduation,7-25 LPA,High,Junior Frontend Developer > Frontend Developer > Senior Frontend Developer > Team Lead > Engineering Manager,Coursera Tech Courses; Udemy Programming; GitHub Projects; Stack Overflow; LeetCode,Programming Tests; Technical Interviews,B.Tech CS/IT; BCA; MCA,https://github.com; https://stackoverflow.com; https://leetcode.com; https://codecademy.com; https://freecodecamp.org,Google IT Support; IBM Data Science; Microsoft Azure Fundamentals; AWS Cloud Practitioner; Google Cloud Basics,"['programming', 'problem solving', 'debugging', 'version control', 'javascript', 'react']",Programming; Problem Solving; Debugging; Version Control; JavaScript; React,16.0,2,0,7,6
IT,Backend Developer,Programming; Problem Solving; Debugging; Version Control; JavaScript; Node.js,Graduation,7-25 LPA,Very High,Junior Backend Developer > Backend Developer > Senior Backend Developer > Team Lead > Engineering Manager,Coursera Tech Courses; Udemy Programming; GitHub Projects; Stack Overflow; LeetCode,Programming Tests; Technical Interviews,B.Tech CS/IT; BCA; MCA,https://github.com; https://stackoverflow.com; https://stackoverflow.com; https://leetcode.com; https://codecademy.com; https://freecodecamp.org,Google IT Support; IBM Data Science; Microsoft Azure Fundamentals; AWS Cloud Practitioner; Google Cloud Basics,"['programming', 'problem solving', 'debugging', 'version control', 'javascript', 'node.js']",Programming; Problem Solving; Debugging; Version Control; JavaScript; Node.js,16.0,2,3,7,6
IT,Security Engineer,Programming; Problem Solving; Debugging; Version Control; Network Security; Risk Assessment,Graduation,7-25 LPA,Very High,Junior Security Engineer > Security Engineer > Senior Security Engineer > Team Lead > Engineering Manager,Coursera Tech Courses; Udemy Programming; GitHub Projects; Stack Overflow; LeetCode,Programming Tests; Technical Interviews,B.Tech CS/IT; BCA; MCA,https://github.com; https://stackoverflow.com; https://leetcode.com; https://codecademy.com; https://freecodecamp.org,Google IT Support; IBM Data Science; Microsoft Azure Fundamentals; AWS Cloud Practitioner; Google Cloud Basics,"['programming', 'problem solving', 'debugging', 'version control', 'network security', 'risk assessment']",Programming; Problem Solving; Debugging; Version Control; Network Security; Risk Assessment,16.0,2,3,7,6
IT,Site Reliability Engineer,Programming; Problem Solving; Debugging; Version Control; System Administration; Cloud Computing,Post-graduation,10-35 LPA,High,Junior Site Reliability Engineer > Site Reliability Engineer > Senior Site Reliability Engineer > Team Lead > Engineering Manager,Coursera Tech Courses; Udemy Programming; GitHub Projects; Stack Overflow; LeetCode,Programming Tests; Technical Interviews,B.Tech CS/IT; BCA; MCA,https://github.com; https://stackoverflow.com; https://leetcode.com; https://codecademy.com; https://freecodecamp.org,Google IT Support; IBM Data Science; Microsoft Azure Fundamentals; AWS Cloud Practitioner; Google Cloud Basics,"['programming', 'problem solving', 'debugging', 'version control', 'system administration', 'cloud computing']",Programming; Problem Solving; Debugging; Version Control; System Administration; Cloud Computing,22.5,4,0,7,6
IT,Technical Writer,Programming; Problem Solving; Debugging; Version Control; System Administration; Database Management,Graduation,7-25 LPA,Medium,Junior Technical Writer > Technical Writer > Senior Technical Writer > Team Lead > Engineering Manager,Coursera Tech Courses; Udemy Programming; GitHub Projects; Stack Overflow; LeetCode,Programming Tests; Technical Interviews,B.Tech CS/IT; BCA; MCA,https://github.com; https://stackoverflow.com; https://leetcode.com; https://codecademy.com; https://freecodecamp.org,Google IT Support; IBM Data Science; Microsoft Azure Fundamentals; AWS Cloud Practitioner; Google Cloud Basics,"['programming', 'problem solving', 'debugging', 'version control', 'system administration', 'database management']",Programming; Problem Solving; Debugging; Version Control; System Administration; Database Management,16.0,2,2,7,6
IT,Software Tester,Programming; Problem Solving; Debugging; Version Control; System Administration; Cloud Computing,Graduation,7-25 LPA,High,Junior Software Tester > Software Tester > Senior Software Tester > Team Lead > Engineering Manager,Coursera Tech Courses; Udemy Programming; GitHub Projects; Stack Overflow; LeetCode,Programming Tests; Technical Interviews,B.Tech CS/IT; BCA; MCA,https://github.com; https://stackoverflow.com; https://leetcode.com; https://codecademy.com; https://freecodecamp.org,Google IT Support; IBM Data Science; Microsoft Azure Fundamentals; AWS Cloud Practitioner; Google Cloud Basics,"['programming', 'problem solving', 'debugging', 'version control', 'system administration', 'cloud computing']",Programming; Problem Solving; Debugging; Version Control; System Administration; Cloud Computing,16.0,2,0,7,6
IT,Business Intelligence Analyst,Programming; Problem Solving; Debugging; Version Control; System Administration; Database Management,Graduation,7-25 LPA,High,Junior Business Intelligence Analyst > Business Intelligence Analyst > Senior Business Intelligence Analyst > Team Lead > Engineering Manager,Coursera Tech Courses; Udemy Programming; GitHub Projects; Stack Overflow; LeetCode,Programming Tests; Technical Interviews,B.Tech CS/IT; BCA; MCA,https://github.com; https://stackoverflow.com; https://leetcode.com; https://codecademy.com; https://freecodecamp.org,Google IT Support; IBM Data Science; Microsoft Azure Fundamentals; AWS Cloud Practitioner; Google Cloud Basics,"['programming', 'problem solving', 'debugging', 'version control', 'system administration', 'database management']",Programming; Problem Solving; Debugging; Version Control; System Administration; Database Management,16.0,2,0,7,6
IT,Data Engineer,Programming; Problem Solving; Debugging; Version Control; System Administration; Cloud Computing,Graduation,7-25 LPA,Very High,Junior Data Engineer > Data Engineer > Senior Data Engineer > Team Lead > Engineering Manager,Coursera Tech Courses; Udemy Programming; GitHub Projects; Stack Overflow; LeetCode,Programming Tests; Technical Interviews,B.Tech CS/IT; BCA; MCA,https://github.com; https://stackoverflow.com; https://leetcode.com; https://codecademy.com; https://freecodecamp.org,Google IT Support; IBM Data Science; Microsoft Azure Fundamentals; AWS Cloud Practitioner; Google Cloud Basics,"['programming', 'problem solving', 'debugging', 'version control', 'system administration', 'cloud computing']",Programming; Problem Solving; Debugging; Version Control; System Administration; Cloud Computing,16.0,2,3,7,6
IT,Platform Engineer,Programming; Problem Solving; Debugging; Version Control; System Administration; Database Management,Post-graduation,10-35 LPA,High,Junior Platform Engineer > Platform Engineer > Senior Platform Engineer > Team Lead > Engineering Manager,Coursera Tech Courses; Udemy Programming; GitHub Projects; Stack Overflow; LeetCode,Programming Tests; Technical Interviews,B.Tech CS/IT; BCA; MCA,https://github.com; https://stackoverflow.com; https://leetcode.com; https://codecademy.com; https://freecodecamp.org,Google IT Support; IBM Data Science; Microsoft Azure Fundamentals; AWS Cloud Practitioner; Google Cloud Basics,"['programming', 'problem solving', 'debugging', 'version control', 'system administration', 'database management']",Programming; Problem Solving; Debugging; Version Control; System Administration; Database Management,22.5,4,0,7,6
IT,Infrastructure Engineer,Programming; Problem Solving; Debugging; Version Control; System Administration; Cloud Computing,Graduation,7-25 LPA,High,Junior Infrastructure Engineer > Infrastructure Engineer > Senior Infrastructure Engineer > Team Lead > Engineering Manager,Coursera Tech Courses; Udemy Programming; GitHub Projects; Stack Overflow; LeetCode,Programming Tests; Technical Interviews,B.Tech CS/IT; BCA; MCA,https://github.com; https://stackoverflow.com; https://leetcode.com; https://codecademy.com; https://freecodecamp.org,Google IT Support; IBM Data Science; Microsoft Azure Fundamentals; AWS Cloud Practitioner; Google Cloud Basics,"['programming', 'problem solving', 'debugging', 'version control', 'system administration', 'cloud computing']",Programming; Problem Solving; Debugging; Version Control; System Administration; Cloud Computing,16.0,2,0,7,6
Business,Business Analyst,Communication; Leadership; Strategic Planning; Excel; Presentation Skills; Team Management,Graduation,7-15 LPA,High,Associate > Business Analyst > Senior Business Analyst > Manager > Director,LinkedIn Learning Business Analysis; Udemy Power BI; Coursera Business; MBA Case Studies; Industry Reports,Competitive Exams; Interviews,Relevant Bachelor/Master Degree,https://linkedin.com/learning; https://hbr.org; https://coursera.org/business; https://case.hbs.edu; https://mckinsey.com/insights,Google Analytics; HubSpot Marketing; Salesforce Trailhead; LinkedIn Marketing; Facebook Blueprint,"['communication', 'leadership', 'strategic planning', 'excel', 'presentation skills', 'team management']",Communication; Leadership; Strategic Planning; Excel; Presentation Skills; Team Management,11.0,2,0,1,6
Business,Management Consultant,Communication; Leadership; Strategic Planning; Excel; Presentation Skills; Team Management,Post-graduation,10-25 LPA,High,Associate > Management Consultant > Senior Management Consultant > Manager > Director,LinkedIn Learning Business Analysis; Udemy Power BI; Coursera Business; MBA Case Studies; Industry Reports,Competitive Exams; Interviews,Relevant Bachelor/Master Degree,https://linkedin.com/learning; https://hbr.org; https://coursera.org/business; https://case.hbs.edu; https://mckinsey.com/insights,Google Analytics; HubSpot Marketing; Salesforce Trailhead; LinkedIn Marketing; Facebook Blueprint,"['communication', 'leadership', 'strategic planning', 'excel', 'presentation skills', 'team management']",Communication; Leadership; Strategic Planning; Excel; Presentation Skills; Team Management,17.5,4,0,1,6
Business,Marketing Manager,Communication; Leadership; Strategic Planning; Excel; Digital Marketing; SEO,Graduation,7-15 LPA,Medium,Associate > Marketing Manager > Senior Marketing Manager > Manager > Director,LinkedIn Learning Business Analysis; Udemy Power BI; Coursera Business; MBA Case Studies; Industry Reports,Competitive Exams; Interviews,Relevant Bachelor/Master Degree,https://linkedin.com/learning; https://hbr.org; https://coursera.org/business; https://case.hbs.edu; https://mckinsey.com/insights,Google Analytics; HubSpot Marketing; Salesforce Trailhead; LinkedIn Marketing; Facebook Blueprint,"['communication', 'leadership', 'strategic planning', 'excel', 'digital marketing', 'seo']",Communication; Leadership; Strategic Planning; Excel; Digital Marketing; SEO,11.0,2,2,1,6
Business,Sales Manager,Communication; Leadership; Strategic Planning; Excel; Presentation Skills; Team Management,Graduation,7-15 LPA,High,Associate > Sales Manager > Senior Sales Manager > Manager > Director,LinkedIn Learning Business Analysis; Udemy Power BI; Coursera Business; MBA Case Studies; Industry Reports,Competitive Exams; Interviews,Relevant Bachelor/Master Degree,https://linkedin.com/learning; https://hbr.org; https://coursera.org/business; https://case.hbs.edu; https://mckinsey.com/insights,Google Analytics; HubSpot Marketing; Salesforce Trailhead; LinkedIn Marketing; Facebook Blueprint,"['communication', 'leadership', 'strategic planning', 'excel', 'presentation skills', 'team management']",Communication; Leadership; Strategic Planning; Excel; Presentation Skills; Team Management,11.0,2,0,1,6
Business,Operations Manager,Communication; Leadership; Strategic Planning; Excel; Presentation Skills; Team Management,Post-graduation,10-25 LPA,High,Associate > Operations Manager > Senior Operations Manager > Manager > Director,LinkedIn Learning Business Analysis; Udemy Power BI; Coursera Business; MBA Case Studies; Industry Reports,Competitive Exams; Interviews,Relevant Bachelor/Master Degree,https://linkedin.com/learning; https://hbr.org; https://coursera.org/business; https://case.hbs.edu; https://mckinsey.com/insights,Google Analytics; HubSpot Marketing; Salesforce Trailhead; LinkedIn Marketing; Facebook Blueprint,"['communication', 'leadership', 'strategic planning', 'excel', 'presentation skills', 'team management']",Communication; Leadership; Strategic Planning; Excel; Presentation Skills; Team Management,17.5,4,0,1,6
Business,Project Manager,Communication; Leadership; Strategic Planning; Excel; Presentation Skills; Team Management,Graduation,7-15 LPA,High,Associate > Project Manager > Senior Project Manager > Manager > Director,LinkedIn Learning Business Analysis; Udemy Power BI; Coursera Business; MBA Case Studies; Industry Reports,Competitive Exams; Interviews,Relevant Bachelor/Master Degree,https://linkedin.com/learning; https://hbr.org; https://coursera.org/business; https://case.hbs.edu; https://mckinsey.com/insights,Google Analytics; HubSpot Marketing; Salesforce Trailhead; LinkedIn Marketing; Facebook Blueprint,"['communication', 'leadership', 'strategic planning', 'excel', 'presentation skills', 'team management']",Communication; Leadership; Strategic Planning; Excel; Presentation Skills; Team Management,11.0,2,0,1,6
Business,Product Manager,Communication; Leadership; Strategic Planning; Excel; Presentation Skills; Team Management,Post-graduation,10-25 LPA,Very High,Associate > Product Manager > Senior Product Manager > Manager > Director,LinkedIn Learning Business Analysis; Udemy Power BI; Coursera Business; MBA Case Studies; Industry Reports,Competitive Exams; Interviews,Relevant Bachelor/Master Degree,https://linkedin.com/learning; https://hbr.org; https://coursera.org/business; https://case.hbs.edu; https://mckinsey.com/insights,Google Analytics; HubSpot Marketing; Salesforce Trailhead; LinkedIn Marketing; Facebook Blueprint,"['communication', 'leadership', 'strategic planning', 'excel', 'presentation skills', 'team management']",Communication; Leadership; Strategic Planning; Excel; Presentation Skills; Team Management,17.5,4,3,1,6
Business,Financial Analyst,Communication; Leadership; Strategic Planning; Excel; Financial Analysis; Budgeting,Graduation,7-15 LPA,High,Associate > Financial Analyst > Senior Financial Analyst > Manager > Director,LinkedIn Learning Business Analysis; Udemy Power BI; Coursera Business; MBA Case Studies; Industry Reports,Competitive Exams; Interviews,Relevant Bachelor/Master Degree,https://linkedin.com/learning; https://hbr.org; https://coursera.org/business; https://case.hbs.edu; https://mckinsey.com/insights,Google Analytics; HubSpot Marketing; Salesforce Trailhead; LinkedIn Marketing; Facebook Blueprint,"['communication', 'leadership', 'strategic planning', 'excel', 'financial analysis', 'budgeting']",Communication; Leadership; Strategic Planning; Excel; Financial Analysis; Budgeting,11.0,2,0,1,6
Business,Investment Banker,Communication; Leadership; Strategic Planning; Excel; Financial Analysis; Forecasting,Post-graduation,10-25 LPA,Medium,Associate > Investment Banker > Senior Investment Banker > Manager > Director,LinkedIn Learning Business Analysis; Udemy Power BI; Coursera Business; MBA Case Studies; Industry Reports,Competitive Exams; Interviews,Relevant Bachelor/Master Degree,https://linkedin.com/learning; https://hbr.org; https://coursera.org/business; https://case.hbs.edu; https://mckinsey.com/insights,Google Analytics; HubSpot Marketing; Salesforce Trailhead; LinkedIn Marketing; Facebook Blueprint,"['communication', 'leadership', 'strategic planning', 'excel', 'financial analysis', 'forecasting']",Communication; Leadership; Strategic Planning; Excel; Financial Analysis; Forecasting,17.5,4,2,1,6
